row_index,name,value_chain_position,semiconductor_relevance,capabilities,end_markets,india_angle,summary,technical_expertise,status,inferred_field_count,model
440,SGS INDIA PRIVATE LIMITED,Test & Measurement,Low,Testing | Inspection | Certification,,,"SGS India Private Limited is a leading company in testing, inspection, and certification services. While their core business is not centered on semiconductors, they provide essential quality assurance services that can be applied across various industries, including electronics and semiconductors.",,ok,0,gpt-4o
441,SHAVO TECHNOLOGIES PVT LTD,Chemicals & Gases,Medium -- The company provides ultra-high purity fluid control solutions which are important for semiconductor manufacturing.,UHP Pressure Regulators & Manifolds | SEMI S2 Certified Gas Cabinets & VMB's | Gas Analytical Solutions,Logic | Memory | Advanced Packaging,"Shavo Technologies has a Pan India presence, supplying systems and components across the country.","Shavo Technologies Pvt Ltd specializes in ultra-high purity fluid control solutions, providing essential components such as pressure regulators, gas cabinets, and analytical solutions for semiconductor manufacturing. Their offerings are crucial for maintaining the purity and reliability of gases used in semiconductor fabrication processes.",ultra-high purity fluid control | gas purification and filtration systems | instrumentation and electropolishing,ok,0,gpt-4o
442,Shilpa Pharma Lifesciences Limited,Other,"None -- the company's primary focus is on pharmaceutical and life sciences, not semiconductors.",,,"Shilpa Pharma Lifesciences operates from a 34-acre, 100% export-oriented campus in Raichur, India.","Shilpa Pharma Lifesciences Limited is primarily a contract development and manufacturing organization (CDMO) specializing in pharmaceuticals, including APIs, drug substances, and formulations. Their operations are focused on the pharmaceutical industry, with no direct involvement in the semiconductor value chain.",,ok,0,gpt-4o
443,Shimizu Corporation India Pvt. ltd.,Facility & Infrastructure,Low,Construction of semiconductor manufacturing facilities (inferred) | Plant engineering and design (inferred),Automotive (inferred),"Shimizu Corporation India Pvt. Ltd. has been active since 2011, providing construction and engineering services tailored to local conditions.","Shimizu Corporation India Pvt. Ltd. is involved in the construction and engineering of facilities, including those potentially used for semiconductor manufacturing. Their expertise lies in infrastructure development, offering comprehensive services from site selection to maintenance.",Infrastructure development | Plant engineering,ok,3,gpt-4o
444,Shin-Etsu Polymer India pvt ltd,Materials,Medium,Front Opening Unified Pods (FOUP) for 300mm wafers | Wafer shipping boxes for 300mm wafers,Advanced Packaging | Semiconductor Manufacturing,,"Shin-Etsu Polymer India Pvt Ltd provides materials essential for semiconductor manufacturing, specifically focusing on wafer handling and transport solutions such as FOUPs and wafer shipping boxes for 300mm wafers. These products are crucial for maintaining wafer integrity and cleanliness during transport and automation processes.",Wafer handling and transport solutions,ok,0,gpt-4o
445,SHREE VISHWAKARMA,Facility & Infrastructure,Medium,Cleanroom doors | Modular cleanrooms | Clean room equipment,Micro-Electronics | Medical equipment,,"Shree Vishwakarma specializes in manufacturing cleanroom infrastructure, including modular cleanrooms and cleanroom doors, which are essential for maintaining controlled environments in semiconductor and micro-electronics manufacturing. Their products are designed to meet the stringent requirements of various high-tech industries.",Cleanroom design and engineering | Modular construction,ok,0,gpt-4o
446,SiCSem Private Limited,Fab/Foundry,High,"SiC crystal growth | Manufacturing of SiC Diodes and MOSFETs | Assembly, test, mark, package (ATMP) for power modules",Power | Automotive | Renewable Energy | Industrial Equipment | Aerospace,,"SiCSem Private Limited is an integrated device manufacturer specializing in Silicon Carbide (SiC) semiconductors. They offer comprehensive manufacturing capabilities, including SiC crystal growth, semiconductor fabrication for Diodes and MOSFETs, and packaging of discrete devices and power modules. Their products target high-growth markets such as electric vehicles, renewable energy, and industrial equipment.",Silicon Carbide (SiC) technology | Power electronics manufacturing,ok,0,gpt-4o
447,SignOff Semiconductors,Design Services,High,Physical Design | Full Custom Analog and Digital Custom Layout and Verification | RTL Design and Verification,Logic | Embedded Systems,"SignOff Semiconductors has offices in Bengaluru and Hyderabad, indicating a strong presence in India.","SignOff Semiconductors is a consulting company specializing in design services for the semiconductor industry. They offer expertise in physical design, custom layout, and RTL design and verification, helping clients meet aggressive schedules and maintain competitiveness. With offices in India, Canada, and the US, they are well-positioned to serve a global client base.",Physical Design | Custom Layout | RTL Design and Verification,ok,0,gpt-4o
448,Silicon Creations,EDA/IP,High,"Precision and general-purpose timing IP (PLLs) | Low power, high-performance SerDes | High-speed differential I/Os",Consumer Devices | Processors | Network Devices | Medical Devices,,"Silicon Creations is a leading developer of silicon intellectual property (IP) with a focus on precision timing, low power SerDes, and high-speed I/Os. Their IP is utilized by chip builders to reduce risk and is in production across a wide range of process nodes from 5nm FinFET to 180nm CMOS, serving diverse applications including consumer electronics and network devices.",Phase-Locked Loops (PLLs) | Serializer/Deserializer (SerDes) | Low-Voltage Differential Signaling (LVDS),ok,0,gpt-4o
449,SIMCO Global Technology & Systems Ltd.,Distribution,High,Distribution of deposition systems | Channel partner for semiconductor equipment,Power | Optoelectronics,"SIMCO Global is a key distributor and service provider for semiconductor equipment in India, representing several international brands.","SIMCO Global Technology & Systems Ltd. is a prominent distributor and service provider in the semiconductor industry, focusing on the Indian market. They offer a range of deposition systems and other semiconductor equipment through exclusive partnerships with leading global manufacturers.",MOCVD technology | Deposition systems for GaN and SiC,ok,0,gpt-4o
450,Singapore Precision Engineering and Technology Association (SPETA),Other,Low,,,,"The Singapore Precision Engineering and Technology Association (SPETA) is a trade association that supports the precision engineering industry, including sectors such as aerospace, automotive, medical, and semiconductor. It focuses on creating a dynamic business environment through collaboration with industry leaders and government agencies.",,ok,0,gpt-4o
451,SMC Corporation (India) Pvt. Ltd.,Other,None,,,,,,ok,0,gpt-4o
452,"Smiths Interconnect, a Molex company",Test & Measurement,High,Test sockets | Probe card solutions | Custom test platforms,Advanced Packaging | Wafer Level | Package on Package (PoP),,"Smiths Interconnect, a Molex company, specializes in providing innovative test solutions for critical semiconductor applications. Their offerings include high-quality test sockets and probe card solutions, catering to devices with fine micro pitches and high bandwidth requirements. They focus on delivering both off-the-shelf and custom test platforms to meet specific customer needs.",Test platform development | Probe card technology | Micro pitch handling,ok,0,gpt-4o
453,Society for Information Display,Other,Low -- the company is primarily focused on display technologies rather than core semiconductor manufacturing or design.,Display technology innovation | Networking for display industry professionals,Automotive | AR/VR | Wearables,SID India Chapter offers local access to global expertise and networking opportunities in display technologies.,"The Society for Information Display (SID) is a leading organization dedicated to advancing display technologies, including flat panels, OLEDs, and MicroLEDs. While not directly involved in semiconductor manufacturing, SID plays a crucial role in fostering innovation and collaboration in display technologies, which are integral to various end markets such as automotive and AR/VR.",Display science and technology | Flexible screens | Quantum dots,ok,0,gpt-4o
454,Sojitz Corporation,Other,Low,,,,"Sojitz Corporation is a general trading company with a diverse range of business operations globally. While it engages in various industries, there is no specific mention of semiconductor-related activities in the provided content.",,ok,0,gpt-4o
455,Specmax Technologies Pte Ltd,Facility & Infrastructure,High,Chemical distribution systems | Slurry blend & dispense system | Tool hookup engineering,Advanced Manufacturing | Semiconductor Manufacturing,,"Specmax Technologies Pte Ltd specializes in engineering solutions for semiconductor manufacturing, focusing on chemical distribution, slurry systems, and tool hookup engineering. They provide comprehensive project planning and execution services for both greenfield and brownfield projects across the Asia-Pacific region.",Chemical and gas systems integration | Cleanroom engineering | PLC programming and SCADA integration,ok,0,gpt-4o
456,Spray Engineering Devices Limited,Other,"None -- the company's primary focus is on sustainable process engineering for industries like sugar, water, biofuel, and jaggery, not semiconductors.",,,"The company has a significant presence in India, as indicated by their 'Made in India Global Reach' statement.","Spray Engineering Devices Limited specializes in sustainable process engineering solutions primarily for the sugar, water, biofuel, and jaggery industries. Their offerings focus on reducing carbon emissions and energy waste through innovative technologies and automation solutions.",,ok,0,gpt-4o
457,Startup Mitra,Other,None,,,,"Startup Mitra's role in the semiconductor value chain is not clearly defined based on the available information. The company appears to be associated with IESA, which is involved in promoting electronics manufacturing and design in India.",,ok,0,gpt-4o
458,Startup Pavilion,Other,,,,,,,empty-input,0,gpt-4o
459,STEMROBO TECHNOLOGIES LIMITED,Other,None,,,STEMROBO Technologies is an Indian Edtech company specializing in setting up labs in K-12 schools across India.,"STEMROBO Technologies Limited focuses on providing educational solutions for K-12 schools, including setting up STEM, AI, IoT, and AR/VR labs. Their primary aim is to equip students with 21st-century skills through hands-on learning and innovative lab setups.",,ok,0,gpt-4o
460,Steri Professional Workwear Pvt Ltd,Other,Low,Cleanroom garment rental | RFID-enabled garment tracking,Automotive | Electronics,The company is based in India and provides cleanroom and industrial workwear solutions across the country.,"Steri Professional Workwear Pvt Ltd specializes in providing cleanroom and industrial garment rental solutions, including RFID-enabled tracking, primarily for sectors like pharmaceuticals, biotechnology, and electronics. Their offerings are designed to meet stringent contamination control standards, which are relevant to semiconductor manufacturing environments.",Contamination control in cleanroom environments,ok,0,gpt-4o
461,STERIMED KOCHI PRIVATE LIMITED,Other,,,,,,,empty-input,0,gpt-4o
462,StraitsMicro Pte. Ltd.,Design Services,High,AI-enabled Camera SoC | Network Video Recorder (NVR) processors | Secure semiconductor solutions,Surveillance | AI Vision | RF Communications | Power Electronics,"The company has operations in India and aims to empower companies to create competitive, high-quality semiconductor solutions.","StraitsMicro Pte. Ltd. is a fabless semiconductor company based in Singapore, specializing in the design and development of secure and AI-enabled System-on-Chip (SoC) products for surveillance, smart city, and intelligent edge computing markets. They collaborate with strategic partners across Asia for product development and manufacturing, focusing on delivering globally competitive semiconductor solutions.",System-on-Chip (SoC) design | AI integration in semiconductors | Secure semiconductor architecture,ok,0,gpt-4o
463,Struent Semiconductors Private Limited,Design Services,High,RTL design | Physical Design | Analog/mixed-signal development,Automotive | Industrial | AI-enabled consumer applications,Struent Semiconductors is one of the leading Indian semiconductor companies with advanced chip design capabilities.,"Struent Semiconductors Private Limited is an end-to-end semiconductor solutions provider based in India, offering comprehensive design services from specification to silicon. They specialize in RTL design, verification, and physical design, supporting various end markets including automotive and AI-enabled consumer applications.",RTL design | DFT (Design for Testability) | AI/ML integration,ok,0,gpt-4o
464,SUCHI SEMICON PRIVATE LIMITED,OSAT/Packaging,High,IC packaging solutions | Comprehensive test services | Advanced manufacturing solutions,Advanced Packaging,"Suchi Semicon is Gujarat’s first semiconductor OSAT company, contributing to India's self-reliance in semiconductor manufacturing.","Suchi Semicon Private Limited is an OSAT service provider specializing in IC packaging and testing solutions. The company offers advanced manufacturing solutions to enhance performance, quality, and cost-effectiveness for semiconductor clients. As Gujarat's first OSAT company, it plays a crucial role in strengthening India's semiconductor ecosystem.",IC packaging | Semiconductor testing,ok,0,gpt-4o
465,Sumitomo Bakelite Singapore Pte. Ltd.,OSAT/Packaging,High,Epoxy resin molding compounds for encapsulation | Coating resins for semiconductor wafers | Dicing tape/UV releaseable tape,Advanced Packaging | Automotive | Industrial Equipment,,"Sumitomo Bakelite Singapore Pte. Ltd. specializes in advanced materials for semiconductor packaging, including epoxy resin molding compounds and coating resins for wafers. They also produce dicing tapes used in semiconductor manufacturing processes. Their products are integral to advanced packaging solutions for electronic devices and automotive applications.",Epoxy resin technology | Photosensitive wafer coating | UV curing processes,ok,0,gpt-4o
466,SUMITOMO CHEMICAL,Chemicals & Gases,Medium,Photoresist | IC Process Wet Chemicals | PVD materials,Logic | Memory,,"Sumitomo Chemical is a key player in the semiconductor value chain, providing essential materials such as photoresists, IC process wet chemicals, and PVD materials. These products are critical for the fabrication processes in logic and memory semiconductor manufacturing.",Photoresist technology | Chemical formulations for semiconductor processing,ok,0,gpt-4o
467,SUPER MOUNT PACK PVT. LTD.,Other,,,,,,,empty-input,0,gpt-4o
468,SurplusGLOBAL,Equipment,High,Legacy semiconductor equipment sales and refurbishment | AI-powered marketplace for equipment and parts | Export control automation technology,Legacy semiconductor manufacturing,,"SurplusGLOBAL specializes in the sale, refurbishment, and remarketing of legacy semiconductor equipment and parts. They operate SemiMarket, an AI-driven global marketplace that facilitates efficient transactions and compliance management for semiconductor equipment and parts. Their expertise includes export control automation and demand-supply predictive matching technologies.",AI-driven demand and supply matching | Export control compliance automation,ok,0,gpt-4o
469,SVAN ANALYTICAL INSTRUMENTS PVT LTD,Test & Measurement,Medium,Contamination control instruments | Viable & non-viable particle counters | Online bioburden analyzers,Advanced Packaging | Facility & Infrastructure,"SVAN Analytical Instruments is based in India and provides contamination control solutions across various industries, including semiconductors.","SVAN Analytical Instruments Pvt Ltd specializes in contamination control solutions, offering instruments like particle counters and bioburden analyzers. Their products are relevant for maintaining cleanroom standards in semiconductor manufacturing environments.",Contamination control | Particle measurement,ok,0,gpt-4o
470,Swadeza Venture Private Limited,EDA/IP,High,AI-native workflows for digital verification | Physical design and post-silicon validation | Standard cell design,Logic,"Swadeza is showcasing its capabilities at SEMICON India 2026, indicating a strategic focus on the Indian semiconductor market.","Swadeza Venture Private Limited provides an AI-native suite called FORGE, which offers end-to-end workflows for digital verification, physical design, and post-silicon validation in the semiconductor design process. Their solutions are designed to optimize chip design cycles, making them faster and more cost-effective with each iteration.",Digital verification | Physical design automation | Post-silicon validation,ok,0,gpt-4o
471,Swagelok,Facility & Infrastructure,Medium,Fluid system components | Pressure regulators | Orbital welding machines,Semiconductor | Chemical | Oil and Gas,"Swagelok has a significant presence in India with authorized sales and service centers in Bangalore and Bombay, covering various regions including South and North India, Sri Lanka, and Maldives.","Swagelok provides a wide range of fluid system components and services, including fittings, valves, hoses, and custom solutions, which are crucial for maintaining and optimizing semiconductor manufacturing facilities. Their offerings support the infrastructure needs of semiconductor fabs and other high-tech industries.",Fluid system design | Leak detection | Pressure regulation,ok,0,gpt-4o
472,SYMPHONY ENGINEERING SDN BHD,Equipment,High,Automation solutions for semiconductor manufacturing | Advanced QA/FA/R&D equipment | Surface metrology and optical inspection,Advanced Packaging | Research & Development | Quality Assurance,Their solutions support semiconductor manufacturing and research environments in Southeast Asia and India.,"Symphony Engineering Sdn Bhd provides integrated engineering solutions with a focus on automation, inspection, and precision metrology for semiconductor manufacturing. They offer advanced equipment and technical support to optimize yield and process stability in critical semiconductor production domains.",Automation in semiconductor manufacturing | Surface metrology | Materials characterization,ok,0,gpt-4o
473,Synchronous Drives & Inverters Private Limited,Design Services,Medium,EV Motor Controllers | Motor Control Software,Automotive,The company emphasizes that its PMSM & BLDC Drives are 'Made in India with love.',"Synchronous Drives & Inverters Private Limited specializes in the design and development of motor control solutions for electric vehicles, including EV motor controllers and motor control software. Their products support a wide range of DSPs and microcontrollers, indicating a focus on embedded systems within the automotive sector.",Field Oriented Control | Direct Torque Control | DC-DC Conversion,ok,0,gpt-4o
474,Synergy Machine Tools,Equipment,Medium,CNC Surface Grinding Machines | Lapping Machines | Polishing Machines,Automotive | Aerospace | Electronics | Semiconductor,Synergy Machine Tools is a leading surface grinding machine manufacturer in India.,"Synergy Machine Tools specializes in the design and manufacturing of high precision CNC surface grinding, lapping, and polishing machines. These machines are used in various industries, including the semiconductor sector, to ensure precision and efficiency in surface finishing processes.",CNC technology | Precision surface grinding | Lapping and polishing solutions,ok,0,gpt-4o
475,SYNTEC AIRFLOW SYSTEMS,Facility & Infrastructure,Low,Cleanroom solutions | HVAC systems for controlled environments,Healthcare | Pharmaceuticals | Laboratories,Syntec Airflow Systems is based in India and provides HVAC and cleanroom solutions tailored to the Indian market.,"Syntec Airflow Systems specializes in providing HVAC and cleanroom solutions, focusing on the design, manufacturing, and installation of air handling units and cleanroom equipment. Their offerings are primarily targeted at industries requiring controlled environments, such as healthcare and pharmaceuticals.",Cleanroom design and compliance | HVAC system integration,ok,0,gpt-4o
476,Syrma SGS Technology Limited,Design Services,Medium,PCB Assembly | Box Build | Tester Development,Automotive | Telecom | Industrial | Healthcare | IT | Consumer | Railways | Defence,"Syrma SGS Technology Limited offers Electronics Manufacturing Services in India with a focus on product design, prototyping, and manufacturing.","Syrma SGS Technology Limited provides comprehensive electronic manufacturing services, including PCB assembly, box build, and tester development. They serve a wide range of industries, leveraging their strong engineering team and world-class manufacturing facilities in India.",RFID technologies | Custom magnetics components,ok,0,gpt-4o
477,TAAAYANAM,Equipment,Medium,PVD systems including sputtering and evaporation | PECVD systems | RIE systems,Industrial | Space | Defence,"TAAAYANAM is based in Bengaluru, Karnataka, India.","TAAAYANAM provides equipment solutions for semiconductor manufacturing, specializing in PVD and PECVD systems, as well as RIE systems. They focus on integrating these technologies for industrial, space, and defense applications.",Physical Vapor Deposition | Plasma Enhanced Chemical Vapor Deposition | Reactive Ion Etching,ok,0,gpt-4o
478,Tahinium Technologies Private Limited,Other,"None -- the company's primary focus is on smart street lighting and IoT management, not directly on semiconductors.",,,,"Tahinium Technologies Private Limited specializes in smart street lighting and IoT management solutions, offering products like CitiLight that enhance city infrastructure without the need for extensive replacements. Their solutions focus on energy efficiency, real-time monitoring, and adaptive lighting control.",,ok,0,gpt-4o
479,Tanaka Kikinzoku (India) Private Limited,Materials,Medium,Industrial precious metal products for semiconductors | Precious metal recycling,Automotive | Mobile devices | Energy,,"Tanaka Kikinzoku (India) Private Limited is involved in the development and supply of industrial precious metal products, including those used in semiconductor manufacturing. They focus on leveraging precious metals for various industrial applications, including automotive and mobile devices, and are pioneers in precious metal recycling.",Precious metal applications in semiconductors | Recycling of precious metals,ok,0,gpt-4o
480,Tata Electronics Pvt.Ltd,Fab/Foundry,High,Semiconductor Assembly and Test | Semiconductor Foundry | Design Services,Logic | Advanced Packaging,"Tata Electronics has significant operations in Gujarat, Assam, Tamil Nadu, and Karnataka, India, employing over 75,000 people.","Tata Electronics Pvt. Ltd is a greenfield venture of the Tata group focused on semiconductor manufacturing and design services. The company offers integrated solutions in semiconductor assembly, test, and foundry services, aiming to serve global customers with a strong operational presence in India.",Semiconductor Assembly | Semiconductor Test | Foundry Services,ok,0,gpt-4o
481,"TAZMO Co., Ltd.",Equipment,High,Temporary Bonding/Debonding System | Coater/Developer | Wafer Transfer Robots,Logic | Memory | FPD (Flat Panel Displays),,"TAZMO Co., Ltd. specializes in the development and manufacturing of semiconductor manufacturing equipment, including systems for temporary bonding/debonding, coating, and wafer transfer. Their products are designed to enhance efficiency in semiconductor production processes and are recognized globally for their quality and innovation.",Film Deposition Processes | Nanoimprint Technology | Precision Mold Manufacturing,ok,0,gpt-4o
482,Tech Mahindra Ltd,Other,,,,,,,empty-input,0,gpt-4o
483,Techsol Engineers,Distribution,Medium,Ultra High Purity (UHP) components | Gas delivery systems | Flow control solutions,Advanced Manufacturing | Semiconductor Fabs,"Techsol Engineers is actively participating in SEMICON India and has moved its warehouse and fabrication facilities to Makali, Bangalore.","Techsol Engineers provides advanced fluid handling, gas delivery, and process automation solutions tailored for semiconductor and high-tech manufacturing industries. They distribute DK-LOK products and offer customized engineering systems to enhance safety and efficiency in semiconductor fabs.",Fluid handling systems | Process automation | Gas delivery systems,ok,0,gpt-4o
484,"Teradyne, Inc.",Test & Measurement,High,Wafer and Final Test Systems | Memory Test Systems | System Level Test (SLT) systems,Logic | Memory | RF/5G,,"Teradyne, Inc. is a leading provider of automated test equipment crucial for semiconductor manufacturing. Their solutions cover wafer and final test levels, memory test systems, and system level test systems, ensuring high-quality standards for semiconductor and electronics products. They also offer robotics systems for industrial automation.",semiconductor test systems | system level testing | collaborative robotics,ok,0,gpt-4o
485,"TES Co., Ltd.",Equipment,High,thin film deposition equipment | FPD/LCD equipment | 300 mm equipment development,Display | Power Semiconductor | Opto Electronics,,"TES Co., Ltd. is an equipment manufacturer specializing in thin film deposition and FPD/LCD equipment, with a focus on developing 300 mm equipment. The company is recognized for its technological prowess in the semiconductor and display industries, contributing significantly to Korea's status as a global leader in these fields.",thin film deposition | FPD/LCD technology,ok,0,gpt-4o
486,Tesscorn NanoScience Inc,Other,Low,Semiconductor Instrumentation | Manufacturing Process Technologies,PV applications | Additive Manufacturing,,"Tesscorn NanoScience Inc partners with innovative instrument manufacturers to provide research tools and solutions across various domains, including semiconductor instrumentation and manufacturing process technologies. Their offerings cater to academia, government, and industry, supporting complex problem-solving and innovation.",Fluid Dynamics | Aerosol Research | Imaging and Phase Doppler technique,ok,0,gpt-4o
487,The Applicable,EDA/IP,Medium,Logic circuit design and simulation | AI-assisted electronics projects,Logic | Automotive,,"The Applicable provides tools for designing and simulating logic circuits and electronics projects with AI assistance, catering to engineers and developers in the semiconductor industry. Their offerings are particularly relevant for those involved in logic design and automotive electronics.",Logic circuit design | AI-assisted engineering,ok,0,gpt-4o
488,Thermax Limited,Other,,,,,,,empty-input,0,gpt-4o
489,Thermo Electric Company INC,Test & Measurement,Medium,Wafer Temperature Sensors | Calibration Services | Testing Services,Pharmaceutical and Biotech | Industrial,,"Thermo Electric Company INC specializes in manufacturing temperature measurement solutions, including wafer sensors, which are crucial for semiconductor manufacturing processes. Their expertise in calibration and testing services supports precise temperature control, essential for semiconductor fabrication and testing environments.",Temperature Measurement | Calibration | Testing,ok,0,gpt-4o
490,Thermo Fisher Scientific India Pvt Ltd,Equipment,Medium,Electron microscopy solutions | Focused ion beam-scanning electron microscopes | Transmission electron microscopes,Logic | Memory | Advanced Packaging,,"Thermo Fisher Scientific India Pvt Ltd provides advanced electron microscopy equipment crucial for semiconductor analysis. Their solutions enable high-resolution imaging and analysis of semiconductor devices, aiding in defect identification and structural analysis.",Electron microscopy | High-resolution imaging | Microanalysis,ok,0,gpt-4o
491,Thinky Corporation,Other,,,,,,,empty-input,0,gpt-4o
492,ThirdAI Automation Inc,Equipment,High,Causal Intelligence Platform for semiconductor operations | Root-cause analysis and defect feedback | AI-powered Field Service Management,Fab/Foundry | Equipment Manufacturers,,"ThirdAI Automation provides a Causal Intelligence Platform designed to enhance semiconductor operations by connecting diagnostics, process intelligence, and defect feedback through a unified causal engine. Their platform aims to reduce investigation times and improve operational execution for fabs and equipment manufacturers.",Root-cause analysis | Causal intelligence | AI-driven operational workflows,ok,0,gpt-4o
493,THK India Private Limited,Other,Low,Linear Motion Guides,Automation,THK India provides local support for product identification and stock checking.,"THK India Private Limited specializes in automation solutions, primarily through their Linear Motion Guides, which are used in various industrial applications. Their focus is on expanding their global reach and developing next-generation products to meet local needs.",Linear motion technology,ok,0,gpt-4o
494,TMEIC Industrial Systems India Private Limited,Facility & Infrastructure,Medium,high-precision power control systems | automation/control solutions for cleanroom environments | electrical rotating machinery for fab infrastructure,Logic | Memory | Power,"TMEIC Industrial Systems India Private Limited is part of TMEIC's global operations, focusing on industrial automation and power electronics solutions in India.","TMEIC provides advanced industrial automation, power electronics, and electrical rotating machinery solutions critical for semiconductor manufacturing. Their offerings include high-precision power control systems and automation solutions tailored for cleanroom environments and fab infrastructure, supporting energy efficiency and operational stability.",power electronics | industrial automation | energy management systems,ok,0,gpt-4o
495,Toho international Inc.,Test & Measurement,High,IC test sockets | Spring contact probes | Probe cards,Logic | Advanced Packaging | RF/5G,"The company provides local assistance through its office in Bangalore, India.","Toho International Inc. specializes in providing high-quality semiconductor testing solutions, including IC test sockets, contact probes, and probe cards. Their products are designed to meet the evolving demands of modern semiconductor packages and support various testing applications from design to mass production.",High-frequency probing | Heat-resistant probe technology | Precision lead frame manufacturing,ok,0,gpt-4o
496,"Toho Koki Seisakusho Co., Ltd.",Equipment,High,Technical guidance for semiconductor industry entrants | Equipment introduction for semiconductor manufacturing,Logic | Memory,The company aims to support India's domestic semiconductor production through its facilities and technology.,"Toho Koki Seisakusho Co., Ltd. provides advanced technologies and equipment for semiconductor manufacturing, collaborating with universities and research institutes. They offer technical guidance and equipment to support companies entering the semiconductor industry, with a focus on aiding the growth of semiconductor production in India.",Collaborative technology development with research institutes | Semiconductor manufacturing equipment,ok,0,gpt-4o
497,Tokyo Electron Limited,Equipment,High,semiconductor production equipment | development and manufacturing of semiconductor equipment | global sales and service network,Logic | Memory | Advanced Packaging,,"Tokyo Electron Limited is a leading global company specializing in the development, manufacturing, and sales of semiconductor production equipment. They maintain high market shares across various product lines and provide services through a global network in the U.S., Europe, and Asia. Their equipment is critical for the production of logic, memory, and advanced packaging semiconductors.",semiconductor production equipment,ok,0,gpt-4o
498,"TOKYO OHKA KOGYO CO., LTD.",Materials,High,Advanced photoresists | High-purity chemicals | Materials for microprocessing,Logic | Memory | Advanced Packaging,,"Tokyo Ohka Kogyo Co., Ltd. specializes in the production of advanced photoresists and high-purity chemicals essential for semiconductor manufacturing. They provide a comprehensive range of materials for both advanced and legacy semiconductor processes, supporting the fabrication of cutting-edge electronic devices. With a strong customer-oriented approach, they have established manufacturing and development sites in key semiconductor regions globally.",Microfabrication technologies | Purification technologies | High-purity chemical production,ok,0,gpt-4o
499,"TOKYO SEIMITSU CO., LTD.",Equipment,High,Probing Machines | Dicing Machines | CMPs,Logic | Memory | Advanced Packaging,,"Tokyo Seimitsu Co., Ltd. is a leading Japanese manufacturer specializing in high precision measuring instruments and semiconductor production equipment. They provide critical equipment such as probing machines, dicing machines, and CMPs, which are essential for semiconductor manufacturing processes. Their focus on high precision positioning technology enhances productivity in the semiconductor industry.",high precision positioning technology | chemical mechanical polishing | semiconductor dicing technology,ok,0,gpt-4o
500,Toray Industries Inc,Materials,Medium,"High-performance materials for semiconductors | Packaging, inspection, and measurement equipment | Analytical technologies for semiconductor analysis",Advanced Packaging | Logic | Display Production,,"Toray Industries Inc. provides innovative materials, high-precision equipment, and advanced analytical solutions for the semiconductor industry. They focus on developing high-performance materials and equipment for packaging, inspection, and measurement, supporting both R&D and mass production of cutting-edge semiconductors.",High-precision inspection systems | Advanced materials development | Analytical technologies for defect detection,ok,0,gpt-4o
501,Towa Corporation,Equipment,High,semiconductor manufacturing equipment | high-precision molds,Advanced Packaging,,"Towa Corporation specializes in the development, manufacturing, and sales of semiconductor manufacturing equipment and high-precision molds. The company is a key player in the semiconductor packaging sector, providing solutions that cater to advanced packaging needs.",semiconductor packaging solutions | high-precision molding technology,ok,0,gpt-4o
502,TOYOTA TSUSHO INDIA PVT.LTD,Other,,,,,,,empty-input,0,gpt-4o
503,TPST Services Private Limited,Equipment,Medium,Semiconductor Process | Smart Factory Solutions | Manufacturing Practice,APAC,We started our Journey in 2022 with an aspiration to serve the semiconductor ecosystem in APAC.,"TPST Services Private Limited specializes in semiconductor process, equipment, and manufacturing practices, providing innovative solutions and smart factory technologies to meet customer needs in the APAC region. With over 25 years of experience, they focus on full turnkey projects in the semiconductor industry.",Semiconductor Process | Smart Factory Solutions,ok,0,gpt-4o
504,Transport Corporation Of India Limited,Other,"None -- the company is primarily focused on logistics and supply chain solutions, not semiconductors.",,,"Transport Corporation Of India Limited is a leading logistics and supply chain solutions provider in India, moving a significant portion of the country's GDP by value.","Transport Corporation Of India Limited is a major logistics and supply chain solutions provider in India, offering services such as cargo shipping, 3PL/4PL, warehousing, and supply chain solutions globally. The company does not have a direct role in the semiconductor value chain.",,ok,0,gpt-4o
505,TriQuanta Labs,Other,Medium,Hybrid quantum computing platform | Quantum volume benchmarking,Advanced Materials | Pharma & Biotech | Financial Services | Clean Energy | Logistics | Cybersecurity,"TriQuanta Labs has locations in Hyderabad and Amaravati Quantum Valley, India.","TriQuanta Labs is focused on developing hybrid quantum computing platforms that integrate neutral atoms and trapped ions to achieve high computational power. Their technology is applicable in various industries, including pharmaceuticals, finance, and clean energy, where quantum computing can provide significant advantages.",Quantum computing | Neutral atoms and trapped ions integration | Quantum entanglement and coherence,ok,0,gpt-4o
506,Trojan Technologies,Facility & Infrastructure,Medium,ultrapure water treatment solutions | UV disinfection for semiconductor fabs,Micro-electronics | Semiconductor Fabs,,"Trojan Technologies provides specialized ultrapure water treatment solutions for the semiconductor industry, ensuring efficiency and reliability in advanced manufacturing. Their Aquafine UV systems are widely used in semiconductor fabs for applications such as TOC reduction and microbial disinfection.",ultraviolet water treatment | membrane filtration,ok,0,gpt-4o
507,Trokut Solutions Pvt Ltd,Equipment,Medium,Precision-engineered laser systems | Photodiode inspection | Solar simulator for PV testing,Photovoltaics | Industrial Material Processing,,"Trokut Solutions Pvt Ltd provides precision-engineered laser systems and photonics tools, which are applicable in semiconductor manufacturing and testing. Their offerings include equipment for photodiode inspection and solar simulators, relevant for photovoltaic testing and industrial material processing.",Photonics tools | Laser systems | Solar simulation technology,ok,0,gpt-4o
